query20-R261-3737-A1	Chr01	3288
query20-R72-1537-A1	Chr01	105810
query20-R72-1538-A1	Chr01	207016
query20-R129-2130-A1	Chr01	573899
query20-R34-745-A1	Chr01	972134
query20-R246-3296-A1	Chr01	987254
query20-R44-969-A1	Chr01	1001760
query20-R246-3297-A1	Chr01	1072213
query20-R261-3738-A1	Chr01	1124751
query20-R166-2420-A1	Chr01	1253235
query20-R234-2908-A1	Chr01	1325669
query20-R15-373-A1	Chr01	1607105
query20-R5-65-A1	Chr01	1722430
query20-R222-2723-A1	Chr01	1737835
query20-R97-1863-A1	Chr01	1752637
query20-R5-66-A1	Chr01	1775449
query20-R97-1864-A1	Chr01	1780919
query20-R110-2014-A1	Chr01	1786422
query20-R261-3739-A1	Chr01	1937592
query20-R246-3298-A1	Chr01	1998521
query20-R12-331-A1	Chr01	2104127
query20-R181-2528-A1	Chr01	2113292
query20-R261-3740-A1	Chr01	2122212
query20-R19-438-A1	Chr01	2148564
query20-R56-1200-A1	Chr01	2486834
query20-R34-747-A1	Chr01	2680987
query20-R142-2258-A1	Chr01	2685436
query20-R56-1201-A1	Chr01	3271672
query20-R7-169-A1	Chr01	3313688
query20-R261-3741-A1	Chr01	3453285
query20-R9-274-A1	Chr01	3678110
query20-R234-2909-A1	Chr01	3927143
query20-R9-275-A1	Chr01	4209676
query20-R261-3742-A1	Chr01	4337015
query20-R246-3303-A1	Chr01	4354979
query20-R59-1378-A1	Chr01	4499293
query20-R5-67-A1	Chr01	4505982
query20-R56-1202-A1	Chr01	4921294
query20-R97-1865-A1	Chr01	5129711
query20-R59-1379-A1	Chr01	5259985
query20-R82-1703-A1	Chr01	5337930
query20-R261-3743-A1	Chr01	5539644
query20-R246-3304-A1	Chr01	5685878
query20-R234-2910-A1	Chr01	5767691
query20-R234-2911-A1	Chr01	5842478
query20-R34-750-A1	Chr01	5982508
query20-R246-3305-A1	Chr01	6337605
query20-R110-2016-A1	Chr01	6640962
query20-R234-2912-A1	Chr01	7228324
query20-R91-1796-A1	Chr01	7593963
query20-R23-525-A1	Chr01	7659061
query20-R19-439-A1	Chr01	7807771
query20-R34-751-A1	Chr01	7939514
query20-R56-1203-A1	Chr01	8035083
query20-R142-2259-A1	Chr01	8229232
query20-R82-1704-A1	Chr01	8241097
query20-R234-2913-A1	Chr01	8250498
query20-R234-2914-A1	Chr01	8358501
query20-R261-3745-A1	Chr01	8384660
query20-R223-2746-A1	Chr01	8459689
query20-R5-68-A1	Chr01	8642022
query20-R7-170-A1	Chr01	8669203
query20-R34-752-A1	Chr01	8728638
query20-R152-2367-A1	Chr01	8798506
query20-R234-2915-A1	Chr01	9115452
query20-R129-2131-A1	Chr01	9231621
query20-R5-69-A1	Chr01	9536461
query20-R110-2017-A1	Chr01	9661566
query20-R7-171-A1	Chr01	9764680
query20-R374-5415-A1	Chr01	9857231
query20-R246-3306-A1	Chr01	9946046
query20-R12-332-A1	Chr01	9974231
query20-R49-1035-A1	Chr01	10048865
query20-R261-3746-A1	Chr01	10128453
query20-R19-440-A1	Chr01	10133972
query20-R234-2916-A1	Chr01	10164803
query20-R246-3307-A1	Chr01	10230202
query20-R152-2368-A1	Chr01	10234943
query20-R234-2917-A1	Chr01	10348363
query20-R234-2918-A1	Chr01	10353081
query20-R246-3308-A1	Chr01	10408622
