query12-R19-1003-A1	Chr01	4855
query12-R336-5267-A1	Chr01	256343
query12-R56-2329-A1	Chr01	328807
query12-R19-1004-A1	Chr01	412234
query12-R306-4880-A1	Chr01	450937
query12-R19-1005-A1	Chr01	475848
query12-R170-3492-A1	Chr01	793880
query12-R65-2420-A1	Chr01	981400
query12-R12-481-A1	Chr01	988751
query12-R336-5269-A1	Chr01	1001760
query12-R306-4881-A1	Chr01	1016084
query12-R8-167-A1	Chr01	1073800
query12-R12-482-A1	Chr01	1126248
query12-R12-483-A1	Chr01	1323476
query12-R34-1865-A1	Chr01	1472497
query12-R34-1866-A1	Chr01	1515212
query12-R507-7227-A1	Chr01	1567735
query12-R14-938-A1	Chr01	1595787
query12-R224-3899-A1	Chr01	1605371
query12-R19-1006-A1	Chr01	1652541
query12-R12-484-A1	Chr01	1657256
query12-R8-168-A1	Chr01	1662199
query12-R19-1007-A1	Chr01	1713854
query12-R247-4190-A1	Chr01	1723909
query12-R247-4191-A1	Chr01	1773295
query12-R43-2078-A1	Chr01	1826814
query12-R56-2330-A1	Chr01	1856280
query12-R19-1008-A1	Chr01	1876877
query12-R277-4527-A1	Chr01	1882395
query12-R12-485-A1	Chr01	1935585
query12-R12-486-A1	Chr01	1944123
query12-R19-1009-A1	Chr01	1998521
query12-R8-169-A1	Chr01	2043890
query12-R306-4882-A1	Chr01	2106056
query12-R247-4192-A1	Chr01	2146377
query12-R30-1836-A1	Chr01	2232446
query12-R8-170-A1	Chr01	2297838
query12-R43-2079-A1	Chr01	2355518
query12-R19-1010-A1	Chr01	2400764
query12-R19-1011-A1	Chr01	3034401
query12-R19-1012-A1	Chr01	3260080
query12-R119-2976-A1	Chr01	3300094
query12-R247-4194-A1	Chr01	3311501
query12-R19-1013-A1	Chr01	3364747
query12-R19-1014-A1	Chr01	3370228
query12-R19-1015-A1	Chr01	3381502
query12-R19-1016-A1	Chr01	3414376
query12-R34-1867-A1	Chr01	3431550
query12-R196-3691-A1	Chr01	3441012
query12-R19-1017-A1	Chr01	3451170
query12-R205-3851-A1	Chr01	3496567
query12-R398-6042-A1	Chr01	3679931
query12-R437-6487-A1	Chr01	3711640
query12-R247-4195-A1	Chr01	3843468
query12-R19-1018-A1	Chr01	3850738
query12-R119-2977-A1	Chr01	3892457
query12-R6-16-A1	Chr01	3927143
query12-R277-4529-A1	Chr01	4211497
query12-R277-4530-A1	Chr01	4214165
query12-R170-3493-A1	Chr01	4225431
query12-R12-487-A1	Chr01	4338512
query12-R34-1868-A1	Chr01	4353735
query12-R116-2961-A1	Chr01	4359610
query12-R306-4884-A1	Chr01	4505982
query12-R101-2808-A1	Chr01	4568430
query12-R56-2331-A1	Chr01	4756240
query12-R34-1869-A1	Chr01	4864326
query12-R34-1870-A1	Chr01	4894432
query12-R12-488-A1	Chr01	5170834
query12-R277-4531-A1	Chr01	5261869
query12-R43-2080-A1	Chr01	5538477
query12-R19-1019-A1	Chr01	5683679
query12-R12-489-A1	Chr01	5769188
query12-R12-490-A1	Chr01	5841293
query12-R89-2664-A1	Chr01	5969970
query12-R306-4885-A1	Chr01	5984500
query12-R19-1020-A1	Chr01	6240073
query12-R8-171-A1	Chr01	6339192
query12-R56-2332-A1	Chr01	6345746
query12-R12-491-A1	Chr01	6562716
query12-R27-1501-A1	Chr01	6920339
query12-R34-1871-A1	Chr01	6997130
query12-R27-1502-A1	Chr01	7229821
query12-R19-1021-A1	Chr01	7372352
query12-R185-3659-A1	Chr01	7431987
query12-R101-2809-A1	Chr01	7629758
query12-R12-492-A1	Chr01	7762254
query12-R259-4473-A1	Chr01	7797745
query12-R306-4886-A1	Chr01	7802542
query12-R306-4887-A1	Chr01	7934099
query12-R437-6488-A1	Chr01	7940993
query12-R8-172-A1	Chr01	8248920
query12-R224-3901-A1	Chr01	8280313
query12-R277-4532-A1	Chr01	8330212
query12-R27-1503-A1	Chr01	8360088
query12-R56-2333-A1	Chr01	8368700
query12-R8-173-A1	Chr01	8386247
query12-R27-1504-A1	Chr01	8426584
query12-R136-3130-A1	Chr01	8540594
query12-R247-4198-A1	Chr01	8643843
query12-R49-2203-A1	Chr01	8999546
query12-R12-493-A1	Chr01	9113316
query12-R224-3902-A1	Chr01	9174959
query12-R56-2334-A1	Chr01	9234074
query12-R247-4200-A1	Chr01	9534889
query12-R153-3309-A1	Chr01	9683017
query12-R277-4534-A1	Chr01	9762583
query12-R65-2421-A1	Chr01	9772216
query12-R8-174-A1	Chr01	9851864
query12-R12-494-A1	Chr01	9947633
query12-R247-4201-A1	Chr01	9976052
query12-R65-2422-A1	Chr01	10141249
query12-R19-1022-A1	Chr01	10166300
query12-R27-1505-A1	Chr01	10229473
query12-R12-495-A1	Chr01	10346246
query12-R19-1023-A1	Chr01	10354775
query12-R8-175-A1	Chr01	10408622
query12-R8-176-A1	Chr01	10425227
query12-R170-3495-A1	Chr01	10800330
query12-R224-3904-A1	Chr01	10841551
query12-R119-2978-A1	Chr01	10967462
query12-R19-1024-A1	Chr01	10995193
query12-R170-3496-A1	Chr01	11048774
query12-R8-177-A1	Chr01	11190397
query12-R56-2335-A1	Chr01	11422777
query12-R6-17-A1	Chr01	11508151
query12-R89-2665-A1	Chr01	11595783
query12-R12-497-A1	Chr01	11601722
query12-R1236-10358-A1	Chr01	11639634
query12-R75-2532-A1	Chr01	11709955
query12-R247-4202-A1	Chr01	11845563
query12-R153-3310-A1	Chr01	11941601
query12-R43-2081-A1	Chr01	11946688
query12-R19-1025-A1	Chr01	12016249
query12-R8-178-A1	Chr01	12046443
query12-R34-1873-A1	Chr01	12105032
query12-R12-498-A1	Chr01	12220674
query12-R8-179-A1	Chr01	12265878
query12-R89-2666-A1	Chr01	12325447
query12-R27-1506-A1	Chr01	12454992
query12-R19-1026-A1	Chr01	12475048
query12-R34-1874-A1	Chr01	12483172
query12-R12-499-A1	Chr01	12493385
query12-R196-3693-A1	Chr01	12533210
query12-R224-3906-A1	Chr01	12593512
query12-R132-3108-A1	Chr01	12601717
query12-R224-3907-A1	Chr01	12704668
query12-R19-1027-A1	Chr01	12874752
query12-R170-3497-A1	Chr01	12999532
query12-R19-1028-A1	Chr01	13143145
query12-R19-1029-A1	Chr01	13145542
query12-R127-3101-A1	Chr01	13155389
query12-R65-2423-A1	Chr01	13198681
query12-R224-3909-A1	Chr01	13367088
query12-R247-4203-A1	Chr01	13603968
query12-R27-1507-A1	Chr01	13617603
query12-R8-180-A1	Chr01	13717828
query12-R19-1030-A1	Chr01	13759206
query12-R89-2667-A1	Chr01	13856610
query12-R8-181-A1	Chr01	13906863
query12-R20-1449-A1	Chr01	13971445
query12-R8-182-A1	Chr01	13989685
query12-R65-2424-A1	Chr01	14153524
query12-R19-1031-A1	Chr01	14218455
query12-R27-1508-A1	Chr01	14370190
query12-R752-8659-A1	Chr01	14373743
query12-R49-2205-A1	Chr01	14412478
query12-R19-1032-A1	Chr01	14553601
query12-R170-3498-A1	Chr01	14610695
query12-R224-3910-A1	Chr01	14627180
query12-R8-183-A1	Chr01	14646742
query12-R196-3694-A1	Chr01	14714229
query12-R1-1-A1	Chr01	14778288
query12-R27-1509-A1	Chr01	14871277
query12-R215-3862-A1	Chr01	15221743
query12-R49-2206-A1	Chr01	15248088
query12-R12-500-A1	Chr01	15280885
query12-R126-3100-A1	Chr01	15297399
query12-R6-18-A1	Chr01	15402871
query12-R6-19-A1	Chr01	15426358
query12-R247-4204-A1	Chr01	15465370
query12-R12-501-A1	Chr01	15585340
query12-R277-4537-A1	Chr01	16416817
query12-R19-1033-A1	Chr01	16447799
query12-R27-1510-A1	Chr01	16627765
query12-R89-2668-A1	Chr01	16915012
query12-R56-2336-A1	Chr01	17279171
query12-R12-502-A1	Chr01	17402633
query12-R6-20-A1	Chr01	17410470
query12-R136-3132-A1	Chr01	17566934
query12-R19-1034-A1	Chr01	17604110
query12-R49-2207-A1	Chr01	17606288
query12-R75-2533-A1	Chr01	17665833
query12-R12-503-A1	Chr01	17853800
query12-R196-3695-A1	Chr01	18010829
query12-R153-3314-A1	Chr01	18386780
query12-R306-4890-A1	Chr01	18483084
query12-R12-504-A1	Chr01	18485946
query12-R49-2208-A1	Chr01	18630945
query12-R8-184-A1	Chr01	18724349
query12-R196-3696-A1	Chr01	18814062
query12-R170-3499-A1	Chr01	18880109
query12-R224-3911-A1	Chr01	18894138
query12-R27-1511-A1	Chr01	18928630
query12-R6-21-A1	Chr01	19055977
query12-R8-185-A1	Chr01	19104332
query12-R325-5198-A1	Chr01	19295277
query12-R27-1512-A1	Chr01	19325228
query12-R8-186-A1	Chr01	19946295
query12-R49-2209-A1	Chr01	20011621
query12-R171-3641-A1	Chr01	20270740
query12-R8-187-A1	Chr01	20442765
query12-R27-1513-A1	Chr01	20803326
query12-R119-2979-A1	Chr01	20830848
query12-R27-1514-A1	Chr01	20918726
query12-R277-4538-A1	Chr01	20989050
query12-R170-3500-A1	Chr01	21080990
query12-R8-188-A1	Chr01	21259697
query12-R75-2534-A1	Chr01	21353189
query12-R101-2811-A1	Chr01	21725672
query12-R19-1035-A1	Chr01	21814051
query12-R12-505-A1	Chr01	21867560
query12-R19-1036-A1	Chr01	21888381
query12-R277-4539-A1	Chr01	22085389
query12-R27-1515-A1	Chr01	22097623
query12-R277-4540-A1	Chr01	22110749
query12-R27-1516-A1	Chr01	22133670
query12-R247-4205-A1	Chr01	22634133
query12-R247-4206-A1	Chr01	22645013
query12-R325-5199-A1	Chr01	22828362
query12-R136-3133-A1	Chr01	22846236
query12-R277-4541-A1	Chr01	23094789
query12-R12-506-A1	Chr01	23660416
query12-R34-1875-A1	Chr01	23825738
query12-R50-2311-A1	Chr01	23930670
query12-R101-2812-A1	Chr01	24019665
query12-R437-6490-A1	Chr01	24126618
query12-R19-1037-A1	Chr01	24132818
query12-R136-3134-A1	Chr01	24168749
query12-R12-507-A1	Chr01	24184240
query12-R153-3315-A1	Chr01	24324608
query12-R196-3697-A1	Chr01	24347024
query12-R136-3136-A1	Chr01	24516073
query12-R224-3913-A1	Chr01	24580169
query12-R12-508-A1	Chr01	24682139
query12-R136-3137-A1	Chr01	25005891
query12-R101-2813-A1	Chr01	25472737
query12-R247-4208-A1	Chr01	25601679
query12-R19-1038-A1	Chr01	25619700
query12-R19-1039-A1	Chr01	25678899
query12-R27-1517-A1	Chr01	25685744
query12-R101-2814-A1	Chr01	25705772
query12-R303-4831-A1	Chr01	25756765
query12-R119-2981-A1	Chr01	25790243
query12-R247-4209-A1	Chr01	25905149
query12-R12-509-A1	Chr01	26011322
query12-R34-1876-A1	Chr01	26176449
query12-R590-7691-A1	Chr01	26346846
query12-R27-1518-A1	Chr01	26398264
query12-R224-3914-A1	Chr01	26403323
query12-R196-3698-A1	Chr01	26426472
query12-R8-189-A1	Chr01	26430873
query12-R153-3316-A1	Chr01	26654840
query12-R367-5625-A1	Chr01	26712769
query12-R8-190-A1	Chr01	26813053
query12-R34-1877-A1	Chr01	26969090
query12-R153-3317-A1	Chr01	27000326
query12-R56-2337-A1	Chr01	27142134
query12-R224-3915-A1	Chr01	27280739
query12-R27-1519-A1	Chr01	27337376
query12-R8-191-A1	Chr01	27358379
query12-R75-2535-A1	Chr01	27421455
query12-R136-3138-A1	Chr01	27576187
query12-R153-3318-A1	Chr01	27595852
query12-R101-2815-A1	Chr01	27622281
query12-R306-4893-A1	Chr01	27681827
query12-R8-192-A1	Chr01	27688600
query12-R389-6029-A1	Chr01	27692949
query12-R495-6980-A1	Chr01	27696392
query12-R19-1040-A1	Chr01	27753232
query12-R277-4543-A1	Chr01	27766068
query12-R19-1041-A1	Chr01	27772623
query12-R277-4544-A1	Chr01	27775483
query12-R65-2425-A1	Chr01	27825646
query12-R19-1042-A1	Chr01	27891055
query12-R101-2816-A1	Chr01	27926071
query12-R247-4211-A1	Chr01	28265663
query12-R277-4547-A1	Chr01	28324954
query12-R247-4212-A1	Chr01	28352619
query12-R277-4548-A1	Chr01	28379368
query12-R6-22-A1	Chr01	28435122
query12-R119-2982-A1	Chr01	28443567
query12-R8-193-A1	Chr01	28450366
query12-R19-1043-A1	Chr01	28497240
query12-R27-1520-A1	Chr01	28743941
query12-R277-4550-A1	Chr01	28845858
query12-R89-2669-A1	Chr01	28884592
query12-R19-1044-A1	Chr01	28968652
query12-R224-3916-A1	Chr01	28973784
query12-R196-3699-A1	Chr01	29132257
query12-R247-4213-A1	Chr01	29144979
query12-R136-3139-A1	Chr01	29174840
query12-R8-194-A1	Chr01	29181882
query12-R119-2983-A1	Chr01	29211609
query12-R101-2817-A1	Chr01	29241072
query12-R224-3917-A1	Chr01	29295676
query12-R43-2082-A1	Chr01	29310620
query12-R12-510-A1	Chr01	29372966
query12-R6-23-A1	Chr01	29428532
query12-R12-511-A1	Chr01	29583825
query12-R398-6043-A1	Chr01	29709863
query12-R437-6491-A1	Chr01	29758216
query12-R306-4894-A1	Chr01	29805781
query12-R367-5626-A1	Chr01	29888573
query12-R87-2649-A1	Chr01	30003756
query12-R136-3140-A1	Chr01	30099438
query12-R27-1521-A1	Chr01	30139415
query12-R27-1522-A1	Chr01	30153255
query12-R19-1045-A1	Chr01	30170342
query12-R89-2670-A1	Chr01	30219494
query12-R170-3549-A1	Chr02	63031
query12-R19-1202-A1	Chr02	194429
query12-R136-3197-A1	Chr02	583071
query12-R49-2250-A1	Chr02	829151
query12-R49-2251-A1	Chr02	842450
query12-R34-1948-A1	Chr02	1065304
query12-R12-679-A1	Chr02	1343099
query12-R6-82-A1	Chr02	1735425
query12-R153-3356-A1	Chr02	2411961
query12-R12-680-A1	Chr02	2460373
query12-R170-3552-A1	Chr02	2671567
query12-R196-3754-A1	Chr02	2759905
query12-R120-3094-A1	Chr02	2818373
query12-R136-3198-A1	Chr02	2895898
query12-R16-942-A1	Chr02	2963302
query12-R16-943-A1	Chr02	2979097
query12-R196-3755-A1	Chr02	3200979
query12-R136-3199-A1	Chr02	3218909
query12-R306-5012-A1	Chr02	3390783
query12-R271-4491-A1	Chr02	3783970
query12-R306-5013-A1	Chr02	3899769
query12-R12-681-A1	Chr02	4021151
query12-R153-3357-A1	Chr02	4084744
query12-R153-3358-A1	Chr02	4088059
query12-R6-83-A1	Chr02	4105471
query12-R222-3872-A1	Chr02	4162782
query12-R6-84-A1	Chr02	4168603
query12-R6-85-A1	Chr02	4204406
query12-R12-682-A1	Chr02	4217137
query12-R19-1203-A1	Chr02	4259753
query12-R8-293-A1	Chr02	4434078
query12-R27-1640-A1	Chr02	4567960
query12-R153-3359-A1	Chr02	4703669
query12-R12-683-A1	Chr02	4791428
query12-R12-684-A1	Chr02	4813615
query12-R43-2119-A1	Chr02	4848245
query12-R224-3989-A1	Chr02	4927356
query12-R34-1949-A1	Chr02	4952011
query12-R306-5014-A1	Chr02	5014452
query12-R196-3757-A1	Chr02	5138428
query12-R136-3200-A1	Chr02	5286655
query12-R34-1950-A1	Chr02	5366374
query12-R224-3990-A1	Chr02	5495098
query12-R12-685-A1	Chr02	5526446
query12-R27-1641-A1	Chr02	5673708
query12-R19-1204-A1	Chr02	5692130
query12-R170-3554-A1	Chr02	5726828
query12-R136-3201-A1	Chr02	5909526
query12-R19-1205-A1	Chr02	5941867
query12-R196-3758-A1	Chr02	6098047
query12-R224-3991-A1	Chr02	6102223
query12-R8-294-A1	Chr02	6176660
query12-R196-3759-A1	Chr02	6187556
query12-R8-295-A1	Chr02	6205855
query12-R196-3760-A1	Chr02	6243351
query12-R101-2873-A1	Chr02	6287017
query12-R12-686-A1	Chr02	6426535
query12-R277-4652-A1	Chr02	6809699
query12-R19-1207-A1	Chr02	6912310
query12-R19-1208-A1	Chr02	6998705
query12-R15-940-A1	Chr02	7154486
query12-R374-5834-A1	Chr02	7403327
query12-R49-2252-A1	Chr02	7581912
query12-R12-687-A1	Chr02	7691483
query12-R306-5016-A1	Chr02	7794118
query12-R43-2120-A1	Chr02	7862345
query12-R49-2253-A1	Chr02	7966711
query12-R247-4309-A1	Chr02	8101162
query12-R306-5017-A1	Chr02	8234920
query12-R224-3992-A1	Chr02	8256229
query12-R8-296-A1	Chr02	8305214
query12-R153-3362-A1	Chr02	8337347
query12-R247-4310-A1	Chr02	8396281
query12-R19-1209-A1	Chr02	8471363
query12-R101-2874-A1	Chr02	8491443
query12-R247-4311-A1	Chr02	8538998
query12-R19-1210-A1	Chr02	8744208
query12-R277-4653-A1	Chr02	8806762
query12-R27-1642-A1	Chr02	8856676
query12-R170-3555-A1	Chr02	8863821
query12-R27-1643-A1	Chr02	8874390
query12-R196-3762-A1	Chr02	9309253
query12-R89-2715-A1	Chr02	9715423
query12-R27-1644-A1	Chr02	10091110
query12-R336-5409-A1	Chr02	10153998
query12-R247-4313-A1	Chr02	10189602
query12-R247-4314-A1	Chr02	10207318
query12-R8-297-A1	Chr02	10276278
query12-R34-1951-A1	Chr02	10399847
query12-R27-1645-A1	Chr02	10444543
query12-R247-4315-A1	Chr02	10597099
query12-R247-4316-A1	Chr02	10643926
query12-R19-1211-A1	Chr02	10679507
query12-R27-1646-A1	Chr02	10776537
query12-R19-1212-A1	Chr02	10859976
query12-R153-3363-A1	Chr02	10862786
query12-R306-5018-A1	Chr02	11354868
query12-R170-3556-A1	Chr02	11466690
query12-R196-3763-A1	Chr02	11585848
query12-R19-1213-A1	Chr02	11590736
query12-R89-2716-A1	Chr02	11739371
query12-R247-4317-A1	Chr02	11951655
query12-R89-2717-A1	Chr02	12062299
query12-R12-688-A1	Chr02	12156293
query12-R196-3764-A1	Chr02	12162342
query12-R12-689-A1	Chr02	12171193
query12-R247-4318-A1	Chr02	12307200
query12-R34-1952-A1	Chr02	12312349
query12-R34-1953-A1	Chr02	12369711
query12-R575-7651-A1	Chr02	12374255
query12-R65-2467-A1	Chr02	12420872
query12-R415-6458-A1	Chr02	13082255
query12-R12-690-A1	Chr02	13141937
query12-R306-5019-A1	Chr02	13165580
query12-R27-1647-A1	Chr02	13326392
query12-R8-298-A1	Chr02	13423402
query12-R306-5020-A1	Chr02	13457771
query12-R306-5021-A1	Chr02	13485338
query12-R8-299-A1	Chr02	13665845
query12-R411-6091-A1	Chr02	13864321
query12-R306-5022-A1	Chr02	13966672
query12-R119-3026-A1	Chr02	14224200
query12-R170-3557-A1	Chr02	14296889
query12-R75-2580-A1	Chr02	14332146
query12-R101-2875-A1	Chr02	14414018
query12-R12-691-A1	Chr02	14451791
